contract_id,customer_id,contract_type,paperless_billing,payment_method
10827,8800-JOOCF,Month-to-month,Yes,Electronic check
10828,1469-LBJQJ,Month-to-month,Yes,Electronic check
10829,4958-XCBDQ,Month-to-month,Yes,Electronic check
10830,8337-UPOAQ,Month-to-month,Yes,Electronic check
10831,0064-YIJGF,Month-to-month,Yes,Bank transfer (automatic)
10832,2386-OWURY,Month-to-month,Yes,Electronic check
10833,1725-IQNIY,Two year,No,Bank transfer (automatic)
10834,0310-VQXAM,Month-to-month,No,Mailed check
10835,6598-RFFVI,One year,No,Credit card (automatic)
10836,3453-RTHJQ,Month-to-month,Yes,Electronic check
10837,6712-OAWRH,Month-to-month,Yes,Electronic check
10838,6278-FEPBZ,Month-to-month,No,Mailed check
10839,4280-DLSHD,Month-to-month,Yes,Mailed check
10840,1508-DFXCU,Month-to-month,Yes,Electronic check
10841,8614-VGMMV,Month-to-month,Yes,Electronic check
10842,7868-BGSZA,One year,Yes,Electronic check
10843,2800-QQUSO,Month-to-month,Yes,Electronic check
10844,2930-UOTMB,Month-to-month,No,Credit card (automatic)
10845,7973-DZRKH,Two year,Yes,Credit card (automatic)
10846,5914-DVBWJ,Month-to-month,Yes,Electronic check
10847,7698-YFGEZ,Month-to-month,No,Mailed check
10848,2533-QVMSK,Two year,Yes,Electronic check
10849,9773-PEQBZ,Month-to-month,No,Electronic check
10850,8644-XLFBW,Month-to-month,Yes,Electronic check
10851,0650-BWOZN,Month-to-month,Yes,Electronic check
10852,8625-AZYZY,Month-to-month,Yes,Electronic check
10853,7785-RDVIG,Month-to-month,No,Mailed check
10854,9602-WCXPI,One year,No,Credit card (automatic)
10855,2903-YYTBW,Month-to-month,No,Electronic check
10856,3620-MWJNE,Month-to-month,Yes,Mailed check
10857,8573-JGCZW,One year,Yes,Bank transfer (automatic)
10858,6837-HAEVO,Two year,Yes,Electronic check
10859,6701-YVNQG,Two year,Yes,Credit card (automatic)
10860,9306-CPCBC,Month-to-month,Yes,Electronic check
10861,4304-XUMGI,Two year,Yes,Bank transfer (automatic)
10862,9504-YAZWB,Two year,No,Mailed check
10863,8819-ZBYNA,Two year,Yes,Credit card (automatic)
10864,6174-NRBTZ,One year,Yes,Bank transfer (automatic)
10865,9481-IEBZY,Month-to-month,Yes,Credit card (automatic)
10866,1833-VGRUM,Month-to-month,Yes,Electronic check
10867,6137-NICCO,Month-to-month,Yes,Mailed check
10868,9065-ZCPQX,Two year,No,Bank transfer (automatic)
10869,6402-EJMWF,Month-to-month,Yes,Mailed check
10870,3620-EHIMZ,Two year,No,Mailed check
10871,3213-VVOLG,Two year,No,Mailed check
10872,6870-ECSHE,One year,No,Mailed check
10873,8747-UDCOI,Two year,No,Bank transfer (automatic)
10874,8374-XGEJJ,Month-to-month,Yes,Electronic check
10875,2656-TABEH,Month-to-month,Yes,Electronic check
10876,6946-LMSQS,One year,Yes,Electronic check
10877,4626-OZDTJ,One year,Yes,Credit card (automatic)
10878,9169-BSVIN,Month-to-month,No,Bank transfer (automatic)
10879,2325-ZUSFD,One year,Yes,Bank transfer (automatic)
10880,8194-PEEBY,One year,No,Mailed check
10881,6872-HXFNF,One year,No,Bank transfer (automatic)
10882,3932-CMDTD,One year,Yes,Electronic check
10883,7714-YXSMB,Month-to-month,Yes,Bank transfer (automatic)
10884,8387-UGUSU,Month-to-month,No,Mailed check
10885,1080-BWSYE,Two year,No,Credit card (automatic)
10886,4039-HEUNW,Month-to-month,Yes,Electronic check
10887,1194-HVAIF,Month-to-month,No,Credit card (automatic)
10888,0812-WUPTB,Month-to-month,No,Mailed check
10889,3594-UVONA,One year,Yes,Credit card (automatic)
10890,0004-TLHLJ,Month-to-month,Yes,Electronic check
10891,1767-TGTKO,Month-to-month,Yes,Electronic check
10892,8439-LTUGF,Month-to-month,Yes,Credit card (automatic)
10893,8805-JNRAZ,Month-to-month,No,Mailed check
10894,5089-IFSDP,Two year,Yes,Bank transfer (automatic)
10895,6418-HNFED,Two year,Yes,Credit card (automatic)
10896,0206-OYVOC,Two year,Yes,Mailed check
10897,7291-CDTMJ,Month-to-month,Yes,Bank transfer (automatic)
10898,7128-GGCNO,Month-to-month,No,Bank transfer (automatic)
10899,0237-YFUTL,Month-to-month,Yes,Bank transfer (automatic)
10900,7691-KGKGP,Month-to-month,No,Credit card (automatic)
10901,6710-HSJRD,Month-to-month,Yes,Electronic check
10902,3675-EQOZA,Month-to-month,No,Bank transfer (automatic)
10903,0840-DCNZE,One year,Yes,Bank transfer (automatic)
10904,1732-FEKLD,One year,Yes,Bank transfer (automatic)
10905,9862-KJTYK,Month-to-month,Yes,Credit card (automatic)
10906,0479-HMSWA,Two year,Yes,Electronic check
10907,5854-KSRBJ,Two year,No,Mailed check
10908,0365-BZUWY,Month-to-month,Yes,Electronic check
10909,4817-VYYWS,Month-to-month,Yes,Electronic check
10910,5701-SVCWR,Month-to-month,No,Mailed check
10911,3129-AAQOU,Two year,No,Mailed check
10912,4922-CVPDX,Two year,Yes,Credit card (automatic)
10913,1396-QWFBJ,Month-to-month,Yes,Bank transfer (automatic)
10914,1357-BIJKI,One year,Yes,Electronic check
10915,1099-BTKWT,One year,Yes,Electronic check
10916,5299-SJCZT,Month-to-month,Yes,Bank transfer (automatic)
10917,2018-PZKMU,Month-to-month,No,Electronic check
10918,7340-KEFQE,Two year,No,Bank transfer (automatic)
10919,4570-QHXHL,Month-to-month,Yes,Electronic check
10920,2403-BCASL,One year,Yes,Electronic check
10921,7392-YYPYJ,Month-to-month,Yes,Electronic check
10922,2898-LSJGD,One year,Yes,Electronic check
10923,2223-GDSHL,Two year,Yes,Bank transfer (automatic)
10924,7359-PTSXY,Month-to-month,No,Electronic check
10925,9470-RTWDV,One year,Yes,Credit card (automatic)
10926,2176-OSJUV,Two year,No,Bank transfer (automatic)
10927,9348-YVOMK,Month-to-month,Yes,Credit card (automatic)
10928,8104-OSKWT,Month-to-month,Yes,Electronic check
10929,4521-YEEHE,Month-to-month,Yes,Electronic check
10930,4090-KPJIP,Month-to-month,Yes,Electronic check
10931,3786-WOVKF,One year,Yes,Bank transfer (automatic)
10932,4503-BDXBD,Month-to-month,No,Electronic check
10933,6086-ESGRL,Month-to-month,No,Credit card (automatic)
10934,2592-HODOV,One year,No,Credit card (automatic)
10935,3886-CERTZ,One year,Yes,Electronic check
10936,7995-ZHHNZ,One year,No,Credit card (automatic)
10937,3824-RHKVR,Month-to-month,No,Credit card (automatic)
10938,5816-SCGFC,Month-to-month,Yes,Mailed check
10939,5989-AXPUC,Two year,No,Mailed check
10940,4979-HPRFL,Two year,No,Bank transfer (automatic)
10941,8590-OHDIW,One year,No,Mailed check
10942,8015-IHCGW,Two year,Yes,Electronic check
10943,2332-TODQS,One year,No,Credit card (automatic)
10944,9278-VZKCD,Month-to-month,Yes,Electronic check
10945,8008-OTEZX,One year,No,Mailed check
10946,2773-OVBPK,Two year,Yes,Bank transfer (automatic)
10947,5999-LCXAO,Month-to-month,No,Mailed check
10948,5206-XZZQI,Month-to-month,Yes,Mailed check
10949,4803-LBYPN,Month-to-month,No,Mailed check
10950,5759-RCVCB,Month-to-month,No,Credit card (automatic)
10951,6372-RFVNS,Month-to-month,No,Electronic check
10952,2139-FQHLM,Month-to-month,No,Mailed check
10953,8261-GWDBQ,Two year,Yes,Bank transfer (automatic)
10954,1093-YSWCA,Two year,No,Credit card (automatic)
10955,8938-UMKPI,Month-to-month,Yes,Electronic check
10956,0991-BRRFB,Month-to-month,No,Electronic check
10957,3882-IYOIJ,Two year,No,Credit card (automatic)
10958,8749-TZYEC,Two year,No,Credit card (automatic)
10959,1755-FZQEC,One year,No,Mailed check
10960,3115-JPJDD,One year,Yes,Credit card (automatic)
10961,5600-KTXFM,Month-to-month,No,Mailed check
10962,3871-IKPYH,Month-to-month,No,Electronic check
10963,6319-IEJWJ,Month-to-month,Yes,Electronic check
10964,9025-AOMKI,Month-to-month,Yes,Bank transfer (automatic)
10965,6339-TBELP,Two year,Yes,Credit card (automatic)
10966,7964-YESJC,Month-to-month,No,Mailed check
10967,6173-GOLSU,Month-to-month,Yes,Credit card (automatic)
10968,5275-SQEIZ,Month-to-month,Yes,Mailed check
10969,7716-YTYHG,One year,Yes,Mailed check
10970,9938-ZREHM,One year,No,Mailed check
10971,7950-XWOVN,Month-to-month,No,Mailed check
10972,4390-KYULV,Month-to-month,Yes,Credit card (automatic)
10973,4647-MUZON,Month-to-month,Yes,Credit card (automatic)
10974,9702-AIUJO,One year,Yes,Bank transfer (automatic)
10975,8849-PRIQJ,One year,Yes,Electronic check
10976,8851-RAGOV,Month-to-month,Yes,Mailed check
10977,1304-NECVQ,Month-to-month,Yes,Electronic check
10978,5396-IZEPB,Month-to-month,No,Credit card (automatic)
10979,1729-VLAZJ,One year,No,Mailed check
10980,8285-ABVLB,Two year,No,Credit card (automatic)
10981,0701-TJSEF,Month-to-month,Yes,Bank transfer (automatic)
10982,5712-VBOXD,Month-to-month,Yes,Credit card (automatic)
10983,6629-LADHQ,Month-to-month,No,Mailed check
10984,8945-GRKHX,Month-to-month,No,Electronic check
10985,1559-DTODC,Month-to-month,Yes,Bank transfer (automatic)
10986,4797-MIWUM,Month-to-month,Yes,Bank transfer (automatic)
10987,6959-UWKHF,Month-to-month,Yes,Electronic check
10988,8720-RQSBJ,Month-to-month,No,Electronic check
10989,4537-CIBHB,One year,No,Mailed check
10990,3815-SLMEF,Month-to-month,No,Mailed check
10991,5154-VEKBL,Month-to-month,No,Mailed check
10992,4324-AHJKS,Month-to-month,No,Credit card (automatic)
10993,4355-CVPVS,One year,No,Bank transfer (automatic)
10994,4495-LHSSK,Month-to-month,No,Mailed check
10995,5655-JSMZM,Month-to-month,Yes,Electronic check
10996,5915-ANOEI,Two year,No,Mailed check
10997,9861-PDSZP,Two year,Yes,Credit card (automatic)
10998,4505-EXZHB,Month-to-month,No,Electronic check
10999,7225-CBZPL,Month-to-month,Yes,Electronic check
11000,6704-UTUKK,Month-to-month,Yes,Electronic check
11001,4587-VVTOX,Month-to-month,Yes,Electronic check
11002,2019-HDCZY,Two year,No,Electronic check
11003,4652-NNHNY,Month-to-month,Yes,Bank transfer (automatic)
11004,8788-DOXSU,One year,Yes,Bank transfer (automatic)
11005,7404-JLKQG,Month-to-month,No,Electronic check
11006,7421-ZLUPA,Month-to-month,Yes,Mailed check
11007,8972-HJWNV,Month-to-month,Yes,Electronic check
11008,3274-NSDWE,Two year,No,Credit card (automatic)
11009,2632-IVXVF,Two year,No,Credit card (automatic)
11010,3692-JHONH,One year,Yes,Electronic check
11011,8915-NNTRC,Two year,Yes,Credit card (automatic)
11012,5914-GXMDA,One year,No,Mailed check
11013,7463-IFMQU,Two year,No,Bank transfer (automatic)
11014,2920-RNCEZ,Month-to-month,Yes,Credit card (automatic)
11015,2541-YGPKE,One year,No,Credit card (automatic)
11016,8515-OCTJS,Two year,No,Credit card (automatic)
11017,5382-TEMLV,Month-to-month,Yes,Bank transfer (automatic)
11018,3441-CGZJH,One year,Yes,Credit card (automatic)
11019,9592-ERDKV,One year,No,Mailed check
11020,2860-RANUS,Month-to-month,Yes,Credit card (automatic)
11021,5261-QSHQM,Month-to-month,Yes,Electronic check
11022,4778-IZARL,Two year,Yes,Credit card (automatic)
11023,0432-CAJZV,Month-to-month,No,Mailed check
11024,7008-LZVOZ,Two year,Yes,Credit card (automatic)
11025,8868-WOZGU,Month-to-month,Yes,Electronic check
11026,1200-TUZHR,Month-to-month,No,Electronic check
11027,9365-CSLBQ,Two year,No,Mailed check
11028,1334-FJSVR,Month-to-month,Yes,Electronic check
11029,5884-FBCTL,Two year,No,Bank transfer (automatic)
11030,7130-CTCUS,Month-to-month,Yes,Bank transfer (automatic)
11031,6242-FEGFD,Two year,No,Mailed check
11032,7625-XCQRH,Month-to-month,Yes,Electronic check
11033,6194-HBGQN,One year,Yes,Credit card (automatic)
11034,7634-WSWDB,Month-to-month,Yes,Electronic check
11035,6986-IXNDM,Month-to-month,Yes,Electronic check
11036,1731-TVIUK,Month-to-month,Yes,Electronic check
11037,2987-BJXIK,Two year,No,Mailed check
11038,9769-TSBZE,Two year,No,Electronic check
11039,0406-BPDVR,One year,Yes,Credit card (automatic)
11040,0618-XWMSS,Month-to-month,Yes,Bank transfer (automatic)
11041,1395-WSWXR,Two year,No,Mailed check
11042,6023-GSSXW,Two year,Yes,Credit card (automatic)
11043,6752-APNJL,Month-to-month,No,Mailed check
11044,5276-KQWHG,Month-to-month,Yes,Electronic check
11045,0420-HLGXF,Month-to-month,Yes,Electronic check
11046,7446-KQISO,Two year,Yes,Bank transfer (automatic)
11047,9823-EALYC,Two year,Yes,Bank transfer (automatic)
11048,0582-AVCLN,Two year,No,Mailed check
11049,5803-NQJZO,Two year,Yes,Bank transfer (automatic)
11050,2565-JSLRY,Month-to-month,Yes,Mailed check
11051,2607-DHDAK,Two year,Yes,Credit card (automatic)
11052,1073-XXCZD,Two year,No,Bank transfer (automatic)
11053,0743-HRVFF,One year,Yes,Electronic check
11054,4006-HKYHO,Two year,Yes,Bank transfer (automatic)
11055,3727-JEZTU,Month-to-month,No,Mailed check
11056,8143-ETQTI,Two year,Yes,Mailed check
11057,6689-KXGBO,Month-to-month,No,Electronic check
11058,9667-TKTVZ,Month-to-month,Yes,Mailed check
11059,3657-COGMW,Month-to-month,No,Credit card (automatic)
11060,8570-KLJYJ,One year,No,Mailed check
11061,7754-IXRMC,Month-to-month,No,Mailed check
11062,9473-CBZOP,One year,No,Mailed check
11063,2969-WGHQO,One year,No,Electronic check
11064,6615-NGGZJ,Month-to-month,Yes,Electronic check
11065,4334-HOWRP,Two year,Yes,Credit card (automatic)
11066,4255-DDUOU,Month-to-month,Yes,Mailed check
11067,5863-OOKCL,Month-to-month,No,Mailed check
11068,1686-STUHN,One year,No,Bank transfer (automatic)
11069,1329-VHWNP,Month-to-month,No,Bank transfer (automatic)
11070,2984-MIIZL,Month-to-month,Yes,Bank transfer (automatic)
11071,0266-GMEAO,Two year,Yes,Credit card (automatic)
11072,5590-YRFJT,Month-to-month,Yes,Electronic check
11073,5574-NXZIU,Two year,No,Credit card (automatic)
11074,0019-GFNTW,Two year,No,Bank transfer (automatic)
11075,4256-ZWTZI,Month-to-month,Yes,Mailed check
11076,8309-PPCED,Two year,Yes,Bank transfer (automatic)
11077,4098-NAUKP,Month-to-month,Yes,Electronic check
11078,5196-WPYOW,One year,No,Mailed check
11079,4608-LCIMN,Month-to-month,No,Bank transfer (automatic)
11080,1485-YDHMM,Month-to-month,Yes,Bank transfer (automatic)
11081,4054-CUMIA,Month-to-month,Yes,Mailed check
11082,0603-TPMIB,Two year,No,Mailed check
11083,2525-GVKQU,Two year,No,Mailed check
11084,8161-QYMTT,Month-to-month,Yes,Electronic check
11085,9581-GVBXT,One year,No,Mailed check
11086,5862-BRIXZ,Two year,Yes,Bank transfer (automatic)
11087,5404-GGUKR,Month-to-month,Yes,Electronic check
11088,3308-JSGML,Two year,Yes,Credit card (automatic)
11089,2126-GSEGL,Two year,Yes,Bank transfer (automatic)
11090,3677-TNKIO,Month-to-month,Yes,Credit card (automatic)
11091,0440-QEXBZ,Month-to-month,Yes,Mailed check
11092,2434-EEVDB,Two year,Yes,Credit card (automatic)
11093,6762-QVYJO,Two year,No,Mailed check
11094,6199-IWKGC,One year,No,Electronic check
11095,2675-DHUTR,Month-to-month,Yes,Electronic check
11096,8152-VETUR,Two year,Yes,Credit card (automatic)
11097,9667-EQRXU,Month-to-month,Yes,Electronic check
11098,7446-YPODE,Month-to-month,No,Bank transfer (automatic)
11099,9522-BNTHX,Month-to-month,Yes,Electronic check
11100,4676-WLUHT,Two year,No,Bank transfer (automatic)
11101,3329-WDIOK,Month-to-month,Yes,Electronic check
11102,7980-MHFLQ,Two year,No,Mailed check
11103,2873-ZLIWT,Month-to-month,Yes,Electronic check
11104,3415-TAILE,Month-to-month,No,Mailed check
11105,0757-WCUUZ,Two year,No,Credit card (automatic)
11106,1629-DQQVB,Month-to-month,No,Bank transfer (automatic)
11107,1915-IOFGU,Month-to-month,No,Electronic check
11108,3045-XETSH,Month-to-month,Yes,Electronic check
11109,0374-AACSZ,Month-to-month,No,Electronic check
11110,7239-HZZCX,Month-to-month,No,Mailed check
11111,4872-VXRIL,One year,Yes,Bank transfer (automatic)
11112,9140-CZQZZ,Two year,Yes,Bank transfer (automatic)
11113,3423-HHXAO,One year,Yes,Mailed check
11114,9938-TKDGL,Two year,Yes,Electronic check
11115,0531-ZZJWQ,Month-to-month,Yes,Electronic check
11116,6537-QLGEX,Month-to-month,Yes,Electronic check
11117,2688-BHGOG,Month-to-month,Yes,Electronic check
11118,7683-CBDKJ,Month-to-month,Yes,Electronic check
11119,0946-CLJTI,Month-to-month,Yes,Electronic check
11120,3160-TYXLT,Month-to-month,Yes,Bank transfer (automatic)
11121,1325-USMEC,Two year,Yes,Credit card (automatic)
11122,0916-QOFDP,Month-to-month,Yes,Electronic check
11123,0628-CNQRM,One year,Yes,Bank transfer (automatic)
11124,5606-AMZBO,Month-to-month,Yes,Credit card (automatic)
11125,6199-IPCAO,Two year,No,Mailed check
11126,7665-TOALD,Month-to-month,Yes,Electronic check
11127,0112-QWPNC,One year,No,Electronic check
11128,0324-BRPCJ,Month-to-month,Yes,Electronic check
11129,2777-PHDEI,Month-to-month,No,Electronic check
11130,5640-CAXOA,One year,Yes,Credit card (automatic)
11131,2235-EZAIK,Two year,No,Credit card (automatic)
11132,3847-BAERP,Month-to-month,Yes,Mailed check
11133,1196-AMORA,Month-to-month,No,Electronic check
11134,4282-YMKNA,Month-to-month,Yes,Electronic check
11135,1453-RZFON,Month-to-month,No,Mailed check
11136,8263-OKETD,Month-to-month,Yes,Credit card (automatic)
11137,0670-KDOMA,Month-to-month,Yes,Mailed check
11138,2476-YGEFM,Month-to-month,Yes,Credit card (automatic)
11139,8687-BAFGU,Month-to-month,No,Electronic check
11140,0641-EVBOJ,Month-to-month,Yes,Mailed check
11141,0829-XXPLX,Month-to-month,Yes,Bank transfer (automatic)
11142,9974-JFBHQ,Month-to-month,Yes,Credit card (automatic)
11143,5356-RHIPP,Month-to-month,Yes,Mailed check
11144,6624-JDRDS,Month-to-month,No,Bank transfer (automatic)
11145,0608-JDVEC,Two year,No,Electronic check
11146,9780-FKVVF,Month-to-month,Yes,Bank transfer (automatic)
11147,1919-RTPQD,Month-to-month,No,Electronic check
11148,5214-NLTIT,Two year,Yes,Credit card (automatic)
11149,3345-PBBFH,Month-to-month,Yes,Bank transfer (automatic)
11150,5055-BRMNE,Two year,No,Credit card (automatic)
11151,9189-JWSHV,Month-to-month,Yes,Electronic check
11152,2190-PHBHR,Two year,Yes,Credit card (automatic)
11153,2650-GYRYL,One year,Yes,Bank transfer (automatic)
11154,0746-JTRFU,Month-to-month,Yes,Electronic check
11155,5208-FVQKB,Two year,No,Mailed check
11156,7184-LRUUR,One year,No,Bank transfer (automatic)
11157,6627-CFOSN,Month-to-month,Yes,Bank transfer (automatic)
11158,3982-JGSFD,One year,Yes,Credit card (automatic)
11159,1574-DYCWE,Two year,No,Mailed check
11160,7247-XOZPB,One year,No,Bank transfer (automatic)
11161,2466-FCCPT,One year,No,Bank transfer (automatic)
11162,6211-WWLTF,Two year,No,Credit card (automatic)
11163,4826-TZEVA,Month-to-month,No,Credit card (automatic)
11164,6016-NXBNJ,One year,Yes,Mailed check
11165,9138-EFSMO,One year,No,Bank transfer (automatic)
11166,0576-WNXXC,Month-to-month,Yes,Electronic check
11167,4632-XJMEX,One year,No,Credit card (automatic)
11168,8910-LEDAG,Month-to-month,No,Credit card (automatic)
11169,3452-GWUIN,Month-to-month,Yes,Electronic check
11170,2716-GFZOR,Month-to-month,Yes,Credit card (automatic)
11171,3724-UCSHY,Month-to-month,No,Mailed check
11172,8626-XHBIE,Two year,Yes,Mailed check
11173,4628-CTTLA,Month-to-month,Yes,Electronic check
11174,3192-LNKRK,Month-to-month,Yes,Mailed check
11175,4439-YRNVD,Month-to-month,No,Electronic check
11176,2876-VBBBL,Month-to-month,Yes,Mailed check
11177,6834-NXDCA,Month-to-month,Yes,Electronic check
11178,2208-UGTGR,Month-to-month,No,Electronic check
11179,3005-TYFRD,Month-to-month,Yes,Credit card (automatic)
11180,8670-MEFCP,Two year,Yes,Credit card (automatic)
11181,3079-BCHLN,One year,No,Bank transfer (automatic)
11182,7777-UNYHB,Month-to-month,Yes,Credit card (automatic)
11183,5597-GLBUC,Month-to-month,Yes,Electronic check
11184,7278-CKDNC,Month-to-month,Yes,Electronic check
11185,2748-MYRVK,One year,No,Bank transfer (automatic)
11186,8450-UYIBU,Month-to-month,Yes,Electronic check
11187,2969-VAPYH,One year,No,Credit card (automatic)
11188,4822-YCXMX,Month-to-month,Yes,Electronic check
11189,7181-OQCUT,Month-to-month,No,Mailed check
11190,8474-UMLNT,Month-to-month,No,Bank transfer (automatic)
11191,9821-POOTN,Month-to-month,Yes,Electronic check
11192,3836-FZSDJ,Two year,No,Bank transfer (automatic)
11193,9142-XMYJH,Month-to-month,No,Credit card (automatic)
11194,6559-ILWKJ,Two year,No,Electronic check
11195,0187-QSXOE,Month-to-month,Yes,Electronic check
11196,7733-UDMTP,Month-to-month,Yes,Electronic check
11197,2649-HWLYB,Two year,No,Bank transfer (automatic)
11198,5214-CHIWJ,One year,No,Mailed check
11199,4229-CZMLL,Month-to-month,Yes,Electronic check
11200,6904-JLBGY,Two year,Yes,Credit card (automatic)
11201,2465-BLLEU,Month-to-month,Yes,Mailed check
